Q0HL87,NusB family
Q0HXJ0,NusB family
Q0I3N5,NusB family
Q0K7T8,NusB family
Q0S0M6,NusB family
Q0SP57,NusB family
Q0SS00,NusB family
Q0T7H3,NusB family
Q0TKM5,NusB family
Q0TPD3,NusB family
Q0VMI0,NusB family
Q118A6,NusB family
Q11J90,NusB family
Q129J0,NusB family
Q12Q42,NusB family
Q136T4,NusB family
Q13V35,NusB family
Q15W97,NusB family
Q17Z26,NusB family
Q18B61,NusB family
Q1AW09,NusB family
Q1B9G7,NusB family
Q1BYB7,NusB family
Q1C4I5,NusB family
Q1CL91,NusB family
Q1CVF4,NusB family
Q1D350,NusB family
Q1GRI6,NusB family
Q1H424,NusB family
Q1IFL9,NusB family
Q1ISD3,NusB family
Q1J0I4,NusB family
Q1J532,NusB family
Q1JA39,NusB family
Q1JF82,NusB family
Q1JK87,NusB family
Q1LJV8,NusB family
Q1LSN4,NusB family
Q1MIT2,NusB family
Q1MS16,NusB family
Q1Q833,NusB family
Q1QMB4,NusB family
Q1QUC9,NusB family
Q1RFC4,NusB family
Q1RHG4,NusB family
Q1WUJ4,NusB family
Q214H2,NusB family
Q21F20,NusB family
Q21V17,NusB family
Q24UY9,NusB family
Q2FGK9,NusB family
Q2FY45,NusB family
Q2G467,NusB family
Q2ILH8,NusB family
Q2IWR9,NusB family
Q2J830,NusB family
Q2JHC7,NusB family
Q2JQT6,NusB family
Q2KA07,NusB family
Q2LQK4,NusB family
Q2NV97,NusB family
Q2NZ92,NusB family
Q2RIA9,NusB family
Q2RTC4,NusB family
Q2S6K8,NusB family
Q2S9S0,NusB family
Q2SYC5,NusB family
Q2W4S5,NusB family
Q2YD50,NusB family
Q2YNC5,NusB family
Q2YYB7,NusB family
Q30TJ7,NusB family
Q30YL1,NusB family
Q31FT2,NusB family
Q325I5,NusB family
Q32JH0,NusB family
Q38XV0,NusB family
Q39IR3,NusB family
Q39V65,NusB family
Q3A4L2,NusB family
Q3AAM1,NusB family
Q3ATI5,NusB family
Q3B298,NusB family
Q3BXH9,NusB family
Q3II29,NusB family
Q3JCY0,NusB family
Q3JZJ6,NusB family
Q3K652,NusB family
Q3KKK7,NusB family
Q3MGI4,NusB family
Q3SGU8,NusB family
Q3SRV8,NusB family
Q3Z4Z3,NusB family
Q3Z709,NusB family
Q3ZYI9,NusB family
Q474N5,NusB family
Q479L3,NusB family
Q47QY5,NusB family
Q485J1,NusB family
Q48DC2,NusB family
Q48RL8,NusB family
Q493G9,NusB family
Q49XW9,NusB family
Q4FPZ1,NusB family
Q4JVG6,NusB family
Q4K597,NusB family
Q4L6M5,NusB family
Q4QKN1,NusB family
Q4UKG1,NusB family
Q4UQU4,NusB family
Q4ZMY4,NusB family
Q57DY0,NusB family
Q57SE6,NusB family
Q5E6Z7,NusB family
Q5F9Y0,NusB family
Q5FNA1,NusB family
Q5GW16,NusB family
Q5HFP7,NusB family
Q5HP28,NusB family
Q5HW85,NusB family
Q5KXA4,NusB family
Q5LY62,NusB family
Q5M2R7,NusB family
Q5N1J7,NusB family
Q5P3H4,NusB family
Q5PFS9,NusB family
Q5QVE5,NusB family
Q5SJ93,NusB family
Q5WF59,NusB family
Q5WYH2,NusB family
Q5X720,NusB family
Q5XA94,NusB family
Q5YTL2,NusB family
Q607V0,NusB family
Q62HV3,NusB family
Q635A2,NusB family
Q63RP4,NusB family
Q65HI7,NusB family
Q65TX8,NusB family
Q662Q5,NusB family
Q66DV7,NusB family
Q67NA9,NusB family
Q68XK6,NusB family
Q6A8H8,NusB family
Q6AF91,NusB family
Q6AP93,NusB family
Q6D847,NusB family
Q6F6V2,NusB family
Q6G004,NusB family
Q6G3K8,NusB family
Q6G941,NusB family
Q6GGH4,NusB family
Q6HDY3,NusB family
Q6LU11,NusB family
Q6MNX9,NusB family
Q6N688,NusB family
Q6NH08,NusB family
Q71ZW3,NusB family
Q72CT6,NusB family
Q72JL6,NusB family
Q72V97,NusB family
Q731B1,NusB family
Q73M53,NusB family
Q741J2,NusB family
Q74CI1,NusB family
Q7MAE9,NusB family
Q7MN52,NusB family
Q7N0J0,NusB family
Q7NKZ0,NusB family
Q7NVF2,NusB family
Q7TYC8,NusB family
Q7USA9,NusB family
Q7VK55,NusB family
Q7VNQ2,NusB family
Q7VRI1,NusB family
Q7VTN3,NusB family
Q7W142,NusB family
Q7WNT2,NusB family
Q818R4,NusB family
Q81M49,NusB family
Q827R4,NusB family
Q82S07,NusB family
Q836W8,NusB family
Q83BT5,NusB family
Q87AS8,NusB family
Q87RU3,NusB family
Q889Q5,NusB family
Q88QH5,NusB family
Q88WM9,NusB family
Q894G5,NusB family
Q89K81,NusB family
Q8CP37,NusB family
Q8DFA0,NusB family
Q8DKS0,NusB family
Q8DSE9,NusB family
Q8EBP4,NusB family
Q8EQ42,NusB family
Q8F8T8,NusB family
Q8FT35,NusB family
Q8G1E7,NusB family
Q8G817,NusB family
Q8G9G3,NusB family
Q8GIR7,NusB family
Q8K9A2,NusB family
Q8KBS4,NusB family
Q8NQ33,NusB family
Q8PCM6,NusB family
Q8PPD5,NusB family
Q8RAD1,NusB family
Q8RII1,NusB family
Q8UG69,NusB family
Q8XJD6,NusB family
Q8Y1H9,NusB family
Q8Y7C6,NusB family
Q8YGH3,NusB family
Q8YW56,NusB family
Q8Z8X6,NusB family
Q8ZC42,NusB family
Q8ZRD3,NusB family
Q92BZ5,NusB family
Q92J65,NusB family
Q92QT9,NusB family
Q97HC8,NusB family
Q983A9,NusB family
Q99Y88,NusB family
Q9A8J3,NusB family
Q9CCR9,NusB family
Q9CHN4,NusB family
Q9HWX6,NusB family
Q9JVD5,NusB family
Q9K0D0,NusB family
Q9K965,NusB family
Q9KPU5,NusB family
Q9KXR0,NusB family
Q9PES3,NusB family
Q9PIC0,NusB family
Q9PL88,NusB family
Q9RSQ7,NusB family
Q9X286,NusB family
Q9Z6S0,NusB family
Q9ZE01,NusB family
Q9ZN57,NusB family
A0AKH9,transcriptional regulatory Rex family
A0LIN8,transcriptional regulatory Rex family
A0Q2U4,transcriptional regulatory Rex family
A0R8W1,transcriptional regulatory Rex family
A2REJ8,transcriptional regulatory Rex family
A2RLC3,transcriptional regulatory Rex family
A4IJU7,transcriptional regulatory Rex family
A4J7K8,transcriptional regulatory Rex family
A4XIT8,transcriptional regulatory Rex family
A5D3M8,transcriptional regulatory Rex family
A5I731,transcriptional regulatory Rex family
A5IKQ2,transcriptional regulatory Rex family
A5IUJ2,transcriptional regulatory Rex family
A5N5C6,transcriptional regulatory Rex family
A5V0P4,transcriptional regulatory Rex family
A5VIE7,transcriptional regulatory Rex family
A6LQ78,transcriptional regulatory Rex family
A6QIP3,transcriptional regulatory Rex family
A6U3D1,transcriptional regulatory Rex family
A7FYQ1,transcriptional regulatory Rex family
A7GIP1,transcriptional regulatory Rex family
A7GKF6,transcriptional regulatory Rex family
A7NJ21,transcriptional regulatory Rex family
A7X4L6,transcriptional regulatory Rex family
A7Z201,transcriptional regulatory Rex family
A8FAF6,transcriptional regulatory Rex family
A9BF21,transcriptional regulatory Rex family
A9VQG4,transcriptional regulatory Rex family
A9WB43,transcriptional regulatory Rex family
B0K3N1,transcriptional regulatory Rex family
B0KBS9,transcriptional regulatory Rex family
B1HT11,transcriptional regulatory Rex family
B1I516,transcriptional regulatory Rex family
B1IBN0,transcriptional regulatory Rex family
B1IFE2,transcriptional regulatory Rex family
B1L1Y6,transcriptional regulatory Rex family
B1MVM6,transcriptional regulatory Rex family
B1VT93,transcriptional regulatory Rex family
B1YF09,transcriptional regulatory Rex family
B2A618,transcriptional regulatory Rex family
B2G5X5,transcriptional regulatory Rex family
B2GAH8,transcriptional regulatory Rex family
B2IQ16,transcriptional regulatory Rex family
B2RGP4,transcriptional regulatory Rex family
B2TIV9,transcriptional regulatory Rex family
B2UYY8,transcriptional regulatory Rex family
B5E4K5,transcriptional regulatory Rex family
B5XLG8,transcriptional regulatory Rex family
B7GFQ6,transcriptional regulatory Rex family
B7H4Q3,transcriptional regulatory Rex family
B7HS01,transcriptional regulatory Rex family
B7IDQ7,transcriptional regulatory Rex family
B7IUS6,transcriptional regulatory Rex family
B7JM56,transcriptional regulatory Rex family
B8FVF9,transcriptional regulatory Rex family
B8GCQ8,transcriptional regulatory Rex family
B8ZPT7,transcriptional regulatory Rex family
B9DMK9,transcriptional regulatory Rex family
B9DS21,transcriptional regulatory Rex family
B9J1G9,transcriptional regulatory Rex family
B9LF86,transcriptional regulatory Rex family
B9MPL7,transcriptional regulatory Rex family
C0MA73,transcriptional regulatory Rex family
C0MEY9,transcriptional regulatory Rex family
C0ZCH6,transcriptional regulatory Rex family
C1C787,transcriptional regulatory Rex family
C1CE77,transcriptional regulatory Rex family
C1CKF7,transcriptional regulatory Rex family
C1CRJ3,transcriptional regulatory Rex family
C1EUA7,transcriptional regulatory Rex family
C1FLW3,transcriptional regulatory Rex family
C1KX25,transcriptional regulatory Rex family
C3KUS0,transcriptional regulatory Rex family
C3L503,transcriptional regulatory Rex family
C3PAU8,transcriptional regulatory Rex family
C4L1I8,transcriptional regulatory Rex family
C4XQ09,transcriptional regulatory Rex family
C5CER8,transcriptional regulatory Rex family
C5D4E7,transcriptional regulatory Rex family
C6BU59,transcriptional regulatory Rex family
O05521,transcriptional regulatory Rex family
P0DB72,transcriptional regulatory Rex family
P0DB73,transcriptional regulatory Rex family
P60383,transcriptional regulatory Rex family
P60384,transcriptional regulatory Rex family
P60385,transcriptional regulatory Rex family
P60386,transcriptional regulatory Rex family
P60387,transcriptional regulatory Rex family
P60388,transcriptional regulatory Rex family
P60389,transcriptional regulatory Rex family
Q02ZD2,transcriptional regulatory Rex family
Q03E71,transcriptional regulatory Rex family
Q03JN2,transcriptional regulatory Rex family
Q03SR1,transcriptional regulatory Rex family
Q03VB1,transcriptional regulatory Rex family
Q045R4,transcriptional regulatory Rex family
Q04E62,transcriptional regulatory Rex family
Q04KJ6,transcriptional regulatory Rex family
Q0AWG0,transcriptional regulatory Rex family
Q0SQP4,transcriptional regulatory Rex family
Q0TN14,transcriptional regulatory Rex family
Q18CR5,transcriptional regulatory Rex family
Q1AR91,transcriptional regulatory Rex family
Q1J6P0,transcriptional regulatory Rex family
Q1JBT9,transcriptional regulatory Rex family
Q1JGX1,transcriptional regulatory Rex family
Q1JLS1,transcriptional regulatory Rex family
Q1WSV7,transcriptional regulatory Rex family
Q2FF78,transcriptional regulatory Rex family
Q2FWL6,transcriptional regulatory Rex family
Q2YUE5,transcriptional regulatory Rex family
Q3AF82,transcriptional regulatory Rex family
Q3K0Z7,transcriptional regulatory Rex family
Q48TM9,transcriptional regulatory Rex family
Q49Z00,transcriptional regulatory Rex family
Q4L7T0,transcriptional regulatory Rex family
Q5FLY5,transcriptional regulatory Rex family
Q5HEF5,transcriptional regulatory Rex family
Q5HMH1,transcriptional regulatory Rex family
Q5L3F3,transcriptional regulatory Rex family
Q5L8X0,transcriptional regulatory Rex family
Q5SHS3,transcriptional regulatory Rex family
Q5WJP3,transcriptional regulatory Rex family
Q5XC88,transcriptional regulatory Rex family
Q63GW0,transcriptional regulatory Rex family
Q65N04,transcriptional regulatory Rex family
Q6G7R1,transcriptional regulatory Rex family
Q6GF26,transcriptional regulatory Rex family
Q6HPD1,transcriptional regulatory Rex family
Q71XU1,transcriptional regulatory Rex family
Q72I39,transcriptional regulatory Rex family
Q73ES3,transcriptional regulatory Rex family
Q73LF2,transcriptional regulatory Rex family
Q74KX0,transcriptional regulatory Rex family
Q7MXX4,transcriptional regulatory Rex family
Q7UW59,transcriptional regulatory Rex family
Q81IS6,transcriptional regulatory Rex family
Q81VE5,transcriptional regulatory Rex family
Q82E78,transcriptional regulatory Rex family
Q82ZW4,transcriptional regulatory Rex family
Q830Y0,transcriptional regulatory Rex family
Q88YM8,transcriptional regulatory Rex family
Q891F1,transcriptional regulatory Rex family
Q8A0Y9,transcriptional regulatory Rex family
Q8CRQ8,transcriptional regulatory Rex family
Q8DPU5,transcriptional regulatory Rex family
Q8DU91,transcriptional regulatory Rex family
Q8DZK1,transcriptional regulatory Rex family
Q8E565,transcriptional regulatory Rex family
Q8ESI2,transcriptional regulatory Rex family
Q8GDC4,transcriptional regulatory Rex family
Q8RC93,transcriptional regulatory Rex family
Q8XI22,transcriptional regulatory Rex family
Q93ML3,transcriptional regulatory Rex family
Q97FM3,transcriptional regulatory Rex family
Q97QV8,transcriptional regulatory Rex family
Q9CGN6,transcriptional regulatory Rex family
Q9RVT3,transcriptional regulatory Rex family
Q9WX14,transcriptional regulatory Rex family
Q9WY16,transcriptional regulatory Rex family
Q9X1E1,transcriptional regulatory Rex family
Q9X2V5,transcriptional regulatory Rex family
Q9Z9P6,transcriptional regulatory Rex family
A0ALU2,RNA polymerase alpha chain family
A0JZ49,RNA polymerase alpha chain family
A0K3Q1,RNA polymerase alpha chain family
A0KF45,RNA polymerase alpha chain family
A0KRP9,RNA polymerase alpha chain family
A0L5Z8,RNA polymerase alpha chain family
A0LIL7,RNA polymerase alpha chain family
A0LRP8,RNA polymerase alpha chain family
A0M573,RNA polymerase alpha chain family
A0PMB7,RNA polymerase alpha chain family
A0PXX5,RNA polymerase alpha chain family
A0Q4K8,RNA polymerase alpha chain family
A0Q7R6,RNA polymerase alpha chain family
A0QKU5,RNA polymerase alpha chain family
A0QSL8,RNA polymerase alpha chain family
A0R8K6,RNA polymerase alpha chain family
A0RM36,RNA polymerase alpha chain family
A1A095,RNA polymerase alpha chain family
A1AGI6,RNA polymerase alpha chain family
A1ALW7,RNA polymerase alpha chain family
A1AVM5,RNA polymerase alpha chain family
A1B052,RNA polymerase alpha chain family
A1BJ07,RNA polymerase alpha chain family
A1JS01,RNA polymerase alpha chain family
A1KB01,RNA polymerase alpha chain family
A1KPE3,RNA polymerase alpha chain family
A1KRJ9,RNA polymerase alpha chain family
A1R8R5,RNA polymerase alpha chain family
A1RED9,RNA polymerase alpha chain family
A1S243,RNA polymerase alpha chain family
A1SNI8,RNA polymerase alpha chain family
A1SXW8,RNA polymerase alpha chain family
A1T0B7,RNA polymerase alpha chain family
A1T520,RNA polymerase alpha chain family
A1TJU2,RNA polymerase alpha chain family
A1TYM2,RNA polymerase alpha chain family
A1UBY5,RNA polymerase alpha chain family
A1USR8,RNA polymerase alpha chain family
A1V877,RNA polymerase alpha chain family
A1VE90,RNA polymerase alpha chain family
A1VJ40,RNA polymerase alpha chain family
A1W1J7,RNA polymerase alpha chain family
A1W333,RNA polymerase alpha chain family
A1WK92,RNA polymerase alpha chain family
A1WV97,RNA polymerase alpha chain family
A2BTB5,RNA polymerase alpha chain family
A2BYR3,RNA polymerase alpha chain family
A2C4X7,RNA polymerase alpha chain family
A2CC51,RNA polymerase alpha chain family
A2RC40,RNA polymerase alpha chain family
A2RNM7,RNA polymerase alpha chain family
A2S7K2,RNA polymerase alpha chain family
A2SLD1,RNA polymerase alpha chain family
A3CK90,RNA polymerase alpha chain family
A3DA47,RNA polymerase alpha chain family
A3DJK1,RNA polymerase alpha chain family
A3M959,RNA polymerase alpha chain family
A3MRY0,RNA polymerase alpha chain family
A3N382,RNA polymerase alpha chain family
A3NEF3,RNA polymerase alpha chain family
A3P087,RNA polymerase alpha chain family
A3PF25,RNA polymerase alpha chain family
A3PGN5,RNA polymerase alpha chain family
A3PVL8,RNA polymerase alpha chain family
A3Q9A7,RNA polymerase alpha chain family
A4FPJ2,RNA polymerase alpha chain family
A4G9R3,RNA polymerase alpha chain family
A4IJL4,RNA polymerase alpha chain family
A4IWR6,RNA polymerase alpha chain family
A4IZQ9,RNA polymerase alpha chain family
A4J139,RNA polymerase alpha chain family
A4JAR6,RNA polymerase alpha chain family
A4QBQ7,RNA polymerase alpha chain family
A4SCT6,RNA polymerase alpha chain family
A4SSY1,RNA polymerase alpha chain family
A4SUY6,RNA polymerase alpha chain family
A4TH15,RNA polymerase alpha chain family
A4VHQ5,RNA polymerase alpha chain family
A4VSH8,RNA polymerase alpha chain family
A4VYR8,RNA polymerase alpha chain family
A4WFA3,RNA polymerase alpha chain family
A4WVI4,RNA polymerase alpha chain family
A4XLQ2,RNA polymerase alpha chain family
A4XZ65,RNA polymerase alpha chain family
A4YBV8,RNA polymerase alpha chain family
A4YSL6,RNA polymerase alpha chain family
A5CCI9,RNA polymerase alpha chain family
A5CU80,RNA polymerase alpha chain family
A5CXI9,RNA polymerase alpha chain family
A5ELK3,RNA polymerase alpha chain family
A5EX94,RNA polymerase alpha chain family
A5F572,RNA polymerase alpha chain family
A5FZU1,RNA polymerase alpha chain family
A5GIS2,RNA polymerase alpha chain family
A5GVY3,RNA polymerase alpha chain family
A5I7H7,RNA polymerase alpha chain family
A5IHP1,RNA polymerase alpha chain family
A5IMB1,RNA polymerase alpha chain family
A5N4S5,RNA polymerase alpha chain family
A5U8D3,RNA polymerase alpha chain family
A5UDS2,RNA polymerase alpha chain family
A5UHV5,RNA polymerase alpha chain family
A5USG2,RNA polymerase alpha chain family
A5V5X5,RNA polymerase alpha chain family
A5VLH9,RNA polymerase alpha chain family
A5VQY2,RNA polymerase alpha chain family
A5VXS2,RNA polymerase alpha chain family
A5WCL4,RNA polymerase alpha chain family
A6GZ73,RNA polymerase alpha chain family
A6KYH0,RNA polymerase alpha chain family
A6LEG5,RNA polymerase alpha chain family
A6LLP1,RNA polymerase alpha chain family
A6LPU0,RNA polymerase alpha chain family
A6Q1K4,RNA polymerase alpha chain family
A6QCS4,RNA polymerase alpha chain family
A6QJ66,RNA polymerase alpha chain family
A6T3H8,RNA polymerase alpha chain family
A6TEU8,RNA polymerase alpha chain family
A6TWF3,RNA polymerase alpha chain family
A6U883,RNA polymerase alpha chain family
A6UZL3,RNA polymerase alpha chain family
A6VLL3,RNA polymerase alpha chain family
A6W5W5,RNA polymerase alpha chain family
A6WHV3,RNA polymerase alpha chain family
A6X0E2,RNA polymerase alpha chain family
A7FNL0,RNA polymerase alpha chain family
A7FZ44,RNA polymerase alpha chain family
A7GJ45,RNA polymerase alpha chain family
A7GK47,RNA polymerase alpha chain family
A7H0Y9,RNA polymerase alpha chain family
A7H5U5,RNA polymerase alpha chain family
A7HBP5,RNA polymerase alpha chain family
A7HM24,RNA polymerase alpha chain family
A7HWT5,RNA polymerase alpha chain family
A7HZX1,RNA polymerase alpha chain family
A7IPP6,RNA polymerase alpha chain family
A7MPF8,RNA polymerase alpha chain family
A7N0H8,RNA polymerase alpha chain family
A7N9U9,RNA polymerase alpha chain family
A7NAX2,RNA polymerase alpha chain family
A7NR36,RNA polymerase alpha chain family
A7X5C4,RNA polymerase alpha chain family
A7Z0R5,RNA polymerase alpha chain family
A7ZFY7,RNA polymerase alpha chain family
A7ZSI4,RNA polymerase alpha chain family
A8A5A0,RNA polymerase alpha chain family
A8AQJ0,RNA polymerase alpha chain family
A8AZJ9,RNA polymerase alpha chain family
A8ETK6,RNA polymerase alpha chain family
A8EZJ2,RNA polymerase alpha chain family
A8F2C3,RNA polymerase alpha chain family
A8F4T9,RNA polymerase alpha chain family
A8F9B2,RNA polymerase alpha chain family
A8FNQ7,RNA polymerase alpha chain family
A8G739,RNA polymerase alpha chain family
A8GKH3,RNA polymerase alpha chain family
A8GPC6,RNA polymerase alpha chain family
